dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2003-0044-GRC,"['Attica', 'Central Greece', 'Thessaly', 'Voiotias', 'Agistri', 'Karditsa', 'Oropos']","['Admin1', 'Admin1', 'Admin1', 'Admin2', 'Admin3', 'Admin3', 'Admin3']","['Attica', 'Attica', 'Epirus and Western Macedonia', 'Central Greece', 'Attica', 'Thessaly', 'Attica']","[None, None, None, 'Attica', None, None, None]",llm_osm,GAUL,4,geodetic,52060060398.03422,9417312407.739912,9270291743.864105,52207081061.91003,0.17806916997380492,0.9843882567010336,0.17756770835111205,False,False,False,False
2003-0322-IRN,['Torbat-e Jam'],['Admin2'],['Khorasan'],['Torbat-e-Jam'],llm_osm,GAUL,4,geodetic,17751161.190347582,8075417682.028438,17751161.190347582,8075417682.028438,1.0,0.0021981725143272995,0.0021981725143272995,False,True,False,True
2003-0331-CHN,"['Shandong Sheng', 'Bengbu', 'Chuzhou', 'Funan', 'Hongze', 'Huaiyin', 'Huoqiu', 'Mengcheng', 'Wangjiang', 'Xixia', 'Xuyi', 'Yingshang']","['Admin1', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Anhui', 'Anhui Sheng', 'Anhui Sheng', 'Anhui Sheng', 'Jiangsu Sheng', 'Jiangsu Sheng', 'Anhui Sheng', 'Anhui Sheng', 'Anhui Sheng', 'Henan Sheng', 'Jiangsu Sheng', 'Anhui Sheng']","[None, 'Bengbu', 'Bengbu', 'Fuyang', ""Huai'an"", 'Chuzhou', 'Fuyang', 'Bengbu', 'Anqing', 'Luoyang', 'Chuzhou', 'Bozhou']",llm_osm,GAUL,4,geodetic,243649129341.25626,263447725469.08786,196021354364.72717,311075500445.61694,0.8045231062171317,0.7440616692199444,0.6301407667396686,False,False,False,False
2003-0334-USA,"['Illinois', 'Indiana', 'Ohio', 'Adams', 'Allen', 'Auglaize', 'Boone', 'Carroll', 'Cass', 'Clay', 'Darke', 'Decatur', 'Hamilton', 'Howard', 'Huntington', 'Jennings', 'Logan', 'Mercer', 'Miami', 'Shelby', 'Tippecanoe', 'Tipton', 'Van Wert', 'Wells', 'Winnebago']","['Admin1', 'Admin1', 'Admin1', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Illinois', 'Illinois', 'Indiana', 'Indiana', 'Indiana', 'Ohio', 'Indiana', 'Indiana', 'Indiana', 'Indiana', 'Ohio', 'Indiana', 'Illinois', 'Indiana', 'Indiana', 'Indiana', 'Illinois', 'Ohio', 'Indiana', 'Illinois', 'Indiana', 'Indiana', 'Ohio', 'Indiana', 'Illinois']","[None, None, None, 'Adams', 'Adams', 'Allen', 'Boone', 'Carroll', 'Carroll', 'Clay', 'Darke', 'Bartholomew', 'Franklin', 'Carroll', 'Grant', 'Bartholomew', 'De Witt', 'Auglaize', 'Cass', 'Christian', 'Benton', 'Clinton', 'Allen', 'Adams', 'Boone']",llm_osm,GAUL,4,geodetic,360373903251.4586,28829236709.050217,28828994287.885902,360374145672.6229,0.07999745272279012,0.9999915911348344,0.07999739890906385,False,False,False,False
2003-0346-HKG,['Hong Kong'],['Admin1'],['Guangdong'],[None],llm_osm,GAUL,4,geodetic,2398.18632234502,1080576857.2178981,0.0,1080579255.4042206,0.0,0.0,0.0,False,False,False,False
2003-0346-PHL,"['Ilocos Norte', 'Isabela', 'Maguindanao', 'North Cotabato', 'Sultan Kudarat']","['Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Ilocos Region', 'Cagayan Valley', 'Autonomous Region in Muslim Mindanao', 'Soccsksargen', 'Soccsksargen']","['Piddig', 'Isabela City', 'Datu Odin Sinsuat', 'Damulog', 'Kalamansig']",llm_osm,GAUL,4,geodetic,32265833571.38327,28135517265.161236,25463754239.090508,34937596597.454,0.7891863132175342,0.905039491512067,0.7288353155049629,False,False,False,False
2003-0347-HRV,"['Dubrovnik-Neretva', 'Lika-Senj']","['Admin1', 'Admin1']","['Dubrovacko-Neretvanska', 'Karlovacka']","[None, None]",llm_osm,GAUL,4,geodetic,5971710602.464069,7091738294.013321,5129677765.231873,7933771131.245518,0.8589963758651074,0.7233315095062414,0.646562357342235,False,False,False,False
2003-0348-CHN,"['Yunnan Sheng', 'Dayao Xian']","['Admin1', 'Admin2']","['Guangxi', 'Yunnan Sheng']","[None, 'Chuxiong Yi']",llm_osm,GAUL,4,geodetic,383188237546.62946,28382090547.423923,28274576613.615425,383295751480.438,0.07378769451443494,0.9962119092802959,0.07376699716709084,False,False,False,False
2003-0391-GBR,"['England', 'Wales']","['Admin1', 'Admin1']","['Scotland', 'Wales']","[None, None]",llm_osm,GAUL,4,geodetic,216756273057.7922,151360320112.13574,151341812207.39948,216774780962.5285,0.6982119136503526,0.9998777228753047,0.6981523013673823,False,False,False,False
2003-0391-NLD,"['Drenthe', 'Flevoland', 'Friesland', 'Gelderland', 'Groningen', 'Limburg', 'Noord-Brabant', 'Noord-Holland', 'Overijssel', 'Utrecht', 'Zeeland', 'Zuid-Holland']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Drenthe', 'Flevoland', 'Drenthe', 'Flevoland', 'Drenthe', 'Gelderland', 'Gelderland', 'Flevoland', 'Drenthe', 'Utrecht', 'Noord-Brabant', 'Gelderland']","[None, None, None, None, None, None, None, None, None, None, None, None]",llm_osm,GAUL,4,geodetic,37213897276.47798,35202937771.606026,31278904422.24416,41137930625.83986,0.8405167615168007,0.8885310829789066,0.7603421938437765,False,False,False,False
