dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2003-0044-GRC,"['Attica', 'Central Greece', 'Thessaly', 'Voiotias', 'Agistri', 'Karditsa', 'Oropos']","['Admin1', 'Admin1', 'Admin1', 'Admin2', 'Admin3', 'Admin3', 'Admin3']","['Attica', 'Attica', 'Epirus and Western Macedonia', 'Central Greece', 'Attica', 'Thessaly', 'Attica']","[None, None, None, 'Attica', None, None, None]",llm_osm,GDIS,4,geodetic,52060060398.03422,30400518245.87659,30323945265.005398,52136633378.90541,0.5824800246707057,0.9974811948845123,0.5816245372927077,False,False,False,False
2003-0322-IRN,['Torbat-e Jam'],['Admin2'],['Khorasan'],['Torbat-e-Jam'],llm_osm,GDIS,4,geodetic,17751161.190347582,137185410240.49652,17751161.190347582,137185410240.49652,1.0,0.00012939540115256015,0.00012939540115256015,False,True,False,True
2003-0331-CHN,"['Shandong Sheng', 'Bengbu', 'Chuzhou', 'Funan', 'Hongze', 'Huaiyin', 'Huoqiu', 'Mengcheng', 'Wangjiang', 'Xixia', 'Xuyi', 'Yingshang']","['Admin1', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Anhui', 'Anhui Sheng', 'Anhui Sheng', 'Anhui Sheng', 'Jiangsu Sheng', 'Jiangsu Sheng', 'Anhui Sheng', 'Anhui Sheng', 'Anhui Sheng', 'Henan Sheng', 'Jiangsu Sheng', 'Anhui Sheng']","[None, 'Bengbu', 'Bengbu', 'Fuyang', ""Huai'an"", 'Chuzhou', 'Fuyang', 'Bengbu', 'Anqing', 'Luoyang', 'Chuzhou', 'Bozhou']",llm_osm,GDIS,4,geodetic,243649129341.25626,407478365272.1519,43881957051.51664,607245537561.8916,0.1801030735063918,0.10769150166342743,0.07226394322748582,False,False,False,False
2003-0334-USA,"['Illinois', 'Indiana', 'Ohio', 'Adams', 'Allen', 'Auglaize', 'Boone', 'Carroll', 'Cass', 'Clay', 'Darke', 'Decatur', 'Hamilton', 'Howard', 'Huntington', 'Jennings', 'Logan', 'Mercer', 'Miami', 'Shelby', 'Tippecanoe', 'Tipton', 'Van Wert', 'Wells', 'Winnebago']","['Admin1', 'Admin1', 'Admin1', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Illinois', 'Illinois', 'Indiana', 'Indiana', 'Indiana', 'Ohio', 'Indiana', 'Indiana', 'Indiana', 'Indiana', 'Ohio', 'Indiana', 'Illinois', 'Indiana', 'Indiana', 'Indiana', 'Illinois', 'Ohio', 'Indiana', 'Illinois', 'Indiana', 'Indiana', 'Ohio', 'Indiana', 'Illinois']","[None, None, None, 'Adams', 'Adams', 'Allen', 'Boone', 'Carroll', 'Carroll', 'Clay', 'Darke', 'Bartholomew', 'Franklin', 'Carroll', 'Grant', 'Bartholomew', 'De Witt', 'Auglaize', 'Cass', 'Christian', 'Benton', 'Clinton', 'Allen', 'Adams', 'Boone']",llm_osm,GDIS,4,geodetic,360373903251.4586,36494035802.35598,12737132707.561152,384130806346.2534,0.03534421497406138,0.34901957066471856,0.03315832132474158,False,False,False,False
2003-0346-PHL,"['Ilocos Norte', 'Isabela', 'Maguindanao', 'North Cotabato', 'Sultan Kudarat']","['Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Ilocos Region', 'Cagayan Valley', 'Autonomous Region in Muslim Mindanao', 'Soccsksargen', 'Soccsksargen']","['Piddig', 'Isabela City', 'Datu Odin Sinsuat', 'Damulog', 'Kalamansig']",llm_osm,GDIS,4,geodetic,32265833571.38327,37204270135.71691,25787569715.090225,43682533992.009964,0.7992221759291955,0.6931346756977124,0.5903405173291244,False,False,False,False
2003-0348-CHN,"['Yunnan Sheng', 'Dayao Xian']","['Admin1', 'Admin2']","['Guangxi', 'Yunnan Sheng']","[None, 'Chuxiong Yi']",llm_osm,GDIS,4,geodetic,383188237546.62946,383069277931.78986,381940158256.7851,384317357221.6342,0.9967429081387382,0.9970524400152867,0.9938144897174701,False,False,False,False
2003-0391-SVK,"['Banská Bystrica', 'Bratislava', 'Košice', 'Nitra', 'Prešov', 'Trenčín', 'Trnava', 'Žilina']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Banskobystrický', 'Bratislavský', 'Košický', 'Nitriansky', 'Banskobystrický', 'Banskobystrický', 'Trnavský', 'Banskobystrický']","[None, None, None, None, None, None, None, None]",llm_osm,GDIS,4,geodetic,21166963647.66766,22484406367.018448,3507594376.007631,40143775638.67848,0.16571079510471615,0.15600120006516127,0.08737579662606693,False,False,False,False
2003-0393-RUS,['Tandinsky'],['Admin2'],['Tyva'],"[""Chedi-Khol'skiy rayon""]",llm_osm,GDIS,4,geodetic,5044783728.305381,4700276561.287806,4208631431.846907,5536428857.746279,0.8342540847158675,0.8954008082226134,0.7601707779480291,False,False,False,False
2003-0402-CHN,"[""Aluke'erqin Qi"", 'Balin-Zuo Qi', 'Lindong']","['Admin2', 'Admin2', 'Admin3']","['Nei Mongol Zizhiqu', 'Nei Mongol Zizhiqu', 'Nei Mongol']","['Chifeng', 'Chifeng', None]",llm_osm,GDIS,4,geodetic,19664036423.351486,2775658183082.625,19664036423.351486,2775658183082.625,1.0,0.007084458937776249,0.007084458937776249,False,True,False,True
2003-0413-USA,['Palm Beach'],['Admin2'],['Florida'],['Broward'],llm_osm,GDIS,4,geodetic,6170808055.667105,5711154170.062052,5699766543.148022,6182195682.581135,0.9236661538862011,0.9980060725774618,0.9219647574740478,False,False,False,False
