dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2003-0044-GRC,"['Attica', 'Central Greece', 'Thessaly', 'Agistri', 'Dilesi', 'Karditsa', 'Marathon', 'Oropos']","['Admin1', 'Admin1', 'Admin1', 'Admin3', 'Admin3', 'Admin3', 'Admin3', 'Admin3']","['Attica', 'Attica', 'Epirus and Western Macedonia', 'Attica', 'Central Greece', 'Thessaly', 'Attica', 'Attica']","[None, None, None, None, None, None, None, None]",llm_wiki,GDIS,4,geodetic,0.0,30400518245.87659,0.0,30400518245.87659,0.0,0.0,0.0,False,False,False,False
2003-0346-PHL,"['Ilocos Norte', 'Isabela', 'Maguindanao', 'Romblon', 'Sultan Kudarat']","['Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Ilocos Region', 'Cagayan Valley', 'Autonomous Region in Muslim Mindanao', 'Southern Tagalog', 'Soccsksargen']","['Piddig', 'Isabela City', 'Datu Odin Sinsuat', 'Romblon', 'Kalamansig']",llm_wiki,GDIS,4,geodetic,0.0,37204270135.71691,0.0,37204270135.71691,0.0,0.0,0.0,False,False,False,False
2003-0391-SVK,"['Banská Bystrica', 'Bratislava', 'Košice', 'Nitra', 'Prešov', 'Trenčín', 'Trnava', 'Žilina']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Banskobystrický', 'Bratislavský', 'Košický', 'Nitriansky', 'Banskobystrický', 'Banskobystrický', 'Trnavský', 'Banskobystrický']","[None, None, None, None, None, None, None, None]",llm_wiki,GDIS,4,geodetic,0.0,22484406367.018448,0.0,22484406367.018448,0.0,0.0,0.0,False,True,False,True
2003-0439-HTI,['Saint-Marc'],['Admin2'],['Artibonite'],['Saint-Marc'],llm_wiki,GDIS,4,geodetic,0.0,1047768853.378215,0.0,0.0,0.0,0.0,0.0,False,True,False,True
2003-0490-NZL,['Kapiti Coast'],['Admin2'],['Wellington'],['Kapiti Coast'],llm_wiki,GDIS,4,geodetic,0.0,713056424.8208231,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2003-0560-AUS,['Sydney'],['Admin3'],['New South Wales'],[None],llm_wiki,GDIS,4,geodetic,0.0,800877009533.6263,0.0,0.0,0.0,0.0,0.0,False,True,False,True
2003-0563-RWA,"['Nyagatare', 'Byumba']","['Admin2', 'Admin3']","['East', 'North']","['Nyagatare', None]",llm_wiki,GDIS,4,geodetic,0.0,1962485810.3808315,0.0,1962485810.3808315,0.0,0.0,0.0,False,True,False,True
2003-0585-MKD,"['Strumica', 'Gradsko Baldovci']","['Admin1', 'Admin2']","['Strumitsa', 'Strumica']","[None, None]",llm_wiki,GDIS,4,geodetic,0.0,598093264.8774925,0.0,598093264.8774925,0.0,0.0,0.0,False,True,False,True
2003-0586-FRA,"['Ardèche', 'Bouches-du-Rhône', 'Gard', 'Hérault', 'Loire', 'Vaucluse']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Auvergne-Rhône-Alpes', 'Occitanie', 'Auvergne-Rhône-Alpes', 'Occitanie', 'Auvergne-Rhône-Alpes', 'Auvergne-Rhône-Alpes']","[None, None, None, None, None, None]",llm_wiki,GDIS,4,geodetic,0.0,20939484913.945602,0.0,20939484913.945602,0.0,0.0,0.0,False,False,False,False
2003-0602-MDG,"['Ambanja', 'Antalaha']","['Admin2', 'Admin2']","['Diana', 'Sava']","['Diana', 'Sava']",llm_wiki,GDIS,4,geodetic,0.0,12815246833.969498,0.0,12815246833.969498,0.0,0.0,0.0,False,False,False,False
