dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2003-0044-GRC,"['Attica', 'Central Greece', 'Thessaly', 'Voiotias']","['Admin1', 'Admin1', 'Admin1', 'Admin2']","['Attica', 'Attica', 'Epirus and Western Macedonia', 'Central Greece']","[None, None, None, 'Attica']",llm_gadm,GAUL,4,geodetic,22594811496.18773,9417312407.739912,3775580926.4016657,28236542977.525978,0.16709946560247665,0.40091915431185937,0.13371257697540118,False,False,False,False
2003-0322-IRN,['Torbat-e Jam'],['Admin2'],['Khorasan'],['Torbat-e-Jam'],llm_gadm,GAUL,4,geodetic,6972313030.681327,8075417682.028438,6309747569.267226,8737983143.44254,0.904971928469288,0.7813524721215784,0.7221057154364513,False,False,False,False
2003-0331-CHN,"['Shandong Sheng', 'Bengbu', 'Chuzhou', 'Funan', 'Hongze', 'Huaiyin', 'Huoqiu', 'Mengcheng', 'Wangjiang', 'Xixia', 'Xuyi', 'Yingshang']","['Admin1', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Anhui', 'Anhui Sheng', 'Anhui Sheng', 'Anhui Sheng', 'Jiangsu Sheng', 'Jiangsu Sheng', 'Anhui Sheng', 'Anhui Sheng', 'Anhui Sheng', 'Henan Sheng', 'Jiangsu Sheng', 'Anhui Sheng']","[None, 'Bengbu', 'Bengbu', 'Fuyang', ""Huai'an"", 'Chuzhou', 'Fuyang', 'Bengbu', 'Anqing', 'Luoyang', 'Chuzhou', 'Bozhou']",llm_gadm,GAUL,4,geodetic,165342004992.13272,263447725469.08786,81191783539.55997,347597946921.66064,0.4910535803858386,0.30818935101827916,0.23357958313217092,False,False,False,False
2003-0334-USA,"['Illinois', 'Indiana', 'Ohio', 'Adams', 'Allen', 'Auglaize', 'Boone', 'Carroll', 'Cass', 'Clay', 'Darke', 'Decatur', 'Hamilton', 'Howard', 'Huntington', 'Jennings', 'Logan', 'Mercer', 'Miami', 'Shelby', 'Tippecanoe', 'Tipton', 'Van Wert', 'Wells', 'Winnebago']","['Admin1', 'Admin1', 'Admin1', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Illinois', 'Illinois', 'Indiana', 'Indiana', 'Indiana', 'Ohio', 'Indiana', 'Indiana', 'Indiana', 'Indiana', 'Ohio', 'Indiana', 'Illinois', 'Indiana', 'Indiana', 'Indiana', 'Illinois', 'Ohio', 'Indiana', 'Illinois', 'Indiana', 'Indiana', 'Ohio', 'Indiana', 'Illinois']","[None, None, None, 'Adams', 'Adams', 'Allen', 'Boone', 'Carroll', 'Carroll', 'Clay', 'Darke', 'Bartholomew', 'Franklin', 'Carroll', 'Grant', 'Bartholomew', 'De Witt', 'Auglaize', 'Cass', 'Christian', 'Benton', 'Clinton', 'Allen', 'Adams', 'Boone']",llm_gadm,GAUL,4,geodetic,248115397992.33643,28829236709.050217,25475700083.132454,251468934618.2542,0.10267682009771649,0.8836758440827882,0.10130754370040253,False,False,False,False
2003-0346-HKG,['Hong Kong'],['Admin1'],['Guangdong'],[None],llm_gadm,GAUL,4,geodetic,177894396353.90045,1080576857.2178981,9685778.629930593,178965287432.4884,5.444678881656199e-05,0.008963525884561358,5.412099055010535e-05,False,False,False,False
2003-0346-PHL,"['Ilocos Norte', 'Isabela', 'Maguindanao', 'North Cotabato', 'Romblon', 'Sultan Kudarat']","['Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Ilocos Region', 'Cagayan Valley', 'Autonomous Region in Muslim Mindanao', 'Soccsksargen', 'Southern Tagalog', 'Soccsksargen']","['Piddig', 'Isabela City', 'Datu Odin Sinsuat', 'Damulog', 'Romblon', 'Kalamansig']",llm_gadm,GAUL,4,geodetic,1432373196.7966297,28135517265.161236,723988014.7334291,28843902447.224438,0.5054464970110872,0.02573217360499379,0.02510021021108731,False,False,False,False
2003-0347-HRV,"['Dubrovnik-Neretva', 'Lika-Senj']","['Admin1', 'Admin1']","['Dubrovacko-Neretvanska', 'Karlovacka']","[None, None]",llm_gadm,GAUL,4,geodetic,5579020462.302617,7091738294.013321,1799784633.0265055,10870974123.289433,0.32259867931792535,0.25378610411298475,0.16555872662512705,False,False,False,False
2003-0348-CHN,"['Yunnan Sheng', 'Dayao Xian']","['Admin1', 'Admin2']","['Guangxi', 'Yunnan Sheng']","[None, 'Chuxiong Yi']",llm_gadm,GAUL,4,geodetic,265016526576.5399,28382090547.423923,27653768361.136795,265744848762.82703,0.10434733530910595,0.9743386701881538,0.10406135242086041,False,False,False,False
2003-0391-GBR,"['England', 'Wales']","['Admin1', 'Admin1']","['Scotland', 'Wales']","[None, None]",llm_gadm,GAUL,4,geodetic,99812688579.44032,151360320112.13574,20660536966.67637,230512471724.8997,0.20699309136666297,0.13649903060042387,0.08962871645111357,False,False,False,False
2003-0391-NLD,"['Drenthe', 'Flevoland', 'Friesland', 'Gelderland', 'Groningen', 'Limburg', 'Noord-Brabant', 'Noord-Holland', 'Overijssel', 'Utrecht', 'Zeeland', 'Zuid-Holland']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Drenthe', 'Flevoland', 'Drenthe', 'Flevoland', 'Drenthe', 'Gelderland', 'Gelderland', 'Flevoland', 'Drenthe', 'Utrecht', 'Noord-Brabant', 'Gelderland']","[None, None, None, None, None, None, None, None, None, None, None, None]",llm_gadm,GAUL,4,geodetic,15890018721.753338,35202937771.606026,15811071486.491575,35281885006.86778,0.995031646177126,0.4491406822087577,0.4481356787885306,False,False,False,False
