dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2018-0255-MMR,Magway,Admin1,Magway,,llm_osm,GAUL,4,geodetic,44847050024.55446,303949191398.66705,44583928269.98829,304212313153.2332,0.9941329083089723,0.14668217429639724,0.1465553047733842,False,False,False,False
2018-0255-MMR,Mon,Admin1,Mon,,llm_osm,GAUL,4,geodetic,6608042.2666055085,303949191398.66705,2896043.402027937,303952903397.5316,0.438260423463606,9.528051016360222e-06,9.527934655851211e-06,False,False,False,False
2018-0255-MMR,Nay Pyi Taw,Admin1,Naypyitaw,,llm_osm,GAUL,4,geodetic,7058241033.594581,303949191398.66705,7055469942.348915,303951962489.9127,0.999607396342449,0.02321266231991646,0.02321245069303695,False,False,False,False
2018-0255-MMR,Sagaing,Admin1,Sagaing,,llm_osm,GAUL,4,geodetic,93589242388.63759,303949191398.66705,93229718240.78535,304308715546.5193,0.9961584885326961,0.30672796927596696,0.30636558691179994,False,False,False,False
2018-0255-MMR,Tanintharyi,Admin1,Tanintharyi,,llm_osm,GAUL,4,geodetic,97703776588.53831,303949191398.66705,41060984662.07341,360591983325.13196,0.4202599540752071,0.13509160683443583,0.1138710414009684,False,False,False,False
2018-0256-PRK,South Hamgyong,Admin1,Chagang-do,,llm_osm,GAUL,4,geodetic,24155429579.08021,2224560096.0753284,684184786.0461838,25695804889.109356,0.028324264894826024,0.3075595877374831,0.026626322428847583,False,False,False,False
2018-0256-PRK,South Pyongan,Admin1,Chagang-do,,llm_osm,GAUL,4,geodetic,12546257625.288155,2224560096.0753284,1526931867.5355232,13243885853.827961,0.12170416973248256,0.6863972208390355,0.11529334248182038,False,False,False,False
2018-0256-PRK,Sinyang,Admin2,South Pyongan,Sudong,llm_osm,GAUL,4,geodetic,737981543.4666692,2224560096.0753284,680460248.2102181,2282081391.3317795,0.9220559162140495,0.30588530712688655,0.29817527577888636,False,False,False,False
2018-0256-PRK,Songchon,Admin2,South Pyongan,Haichang,llm_osm,GAUL,4,geodetic,648160020.365802,2224560096.0753284,630284821.5765225,2242435294.8646083,0.9724216270247719,0.28333009420087146,0.2810715756302691,False,False,False,False
2018-0267-IND,Rajasthan,Admin1,Rajasthan,,llm_osm,GAUL,4,geodetic,342222368003.7921,582809280727.079,340909887383.6793,584121761347.1918,0.9961648309905381,0.5849424479966756,0.5836281233512347,False,False,False,False
2018-0272-TUR,Süleymanpaşa,Admin2,Tekirdağ,Hayrabolu,llm_osm,GAUL,4,geodetic,1083543498.4101264,1059397525.5975245,997771713.8668473,1145169310.1408036,0.9208414016888742,0.9418293792069046,0.8712875074727308,False,False,False,False
2018-0272-TUR,Şarilar,Admin3,Tekirdag,,llm_osm,GAUL,4,geodetic,49652282.256088,1059397525.5975245,0.0,1109049807.8536124,0.0,0.0,0.0,False,False,False,False
2018-0316-PNG,Southern Highlands,Admin1,Southern Highlands,,llm_osm,GAUL,4,geodetic,15439440588.866444,26260153592.979656,13807238201.602785,27892355980.243317,0.8942835799089341,0.5257866505888978,0.49501871449592544,False,False,False,False
2018-0321-SLV,Chirilagua,Admin2,San Miguel,Chirilagua,llm_osm,GAUL,4,geodetic,220667357.84441152,312996616.9200951,219777709.8415378,313886264.92296875,0.9959683751526993,0.7021727966396674,0.7001826279192999,False,False,False,False
2018-0321-SLV,Intipucá,Admin2,La Unión,Intipucá,llm_osm,GAUL,4,geodetic,91195345.40127559,312996616.9200951,91012666.663669,313179295.6577017,0.9979968414308563,0.29077843575192264,0.2906088235256264,False,False,False,False
2018-0323-CHN,Yuxi,Admin2,Yunnan,Yuxi,llm_osm,GAUL,4,geodetic,14937384825.17953,15109164979.814226,14205057334.209906,15841492470.78385,0.9509735138017493,0.94016164051341,0.8966994341226379,False,False,False,False
