dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2000-0038-PHL,"['Agusan del Sur', 'Agusan del Norte', 'Surigao del Sur', 'Davao Oriental']","['Admin1', 'Admin1', 'Admin1', 'Admin1']","['Agusan del Sur', 'Agusan del Norte', 'Surigao del Sur', 'Davao Oriental']","[None, None, None, None]",llm_wiki,GAUL,3,geodetic,0.0,28387527541.258934,0.0,28387527541.258934,0.0,0.0,0.0,False,False,False,False
2000-0176-JPN,"['Date', 'Sobetsu']","['Admin2', 'Admin2']","['Hokkaido', 'Hokkaido']","['Date', 'S?betsu']",llm_wiki,GAUL,3,geodetic,0.0,448854569.13970774,0.0,448854569.13970774,0.0,0.0,0.0,False,True,False,True
2000-0399-ETH,['Addis Ababa'],['Admin1'],['Addis Abeba'],[None],llm_wiki,GAUL,3,geodetic,0.0,10559486838.322163,0.0,0.0,0.0,0.0,0.0,False,True,False,True
2000-0473-ISR,"['Haifa', 'Jerusalem']","['Admin1', 'Admin1']","['Haifa', 'Jerusalem']","[None, None]",llm_wiki,GAUL,3,geodetic,0.0,20719696828.770622,0.0,20719696828.770622,0.0,0.0,0.0,False,False,False,False
2000-0515-JPN,['Miyake'],['Admin2'],['Tokyo'],['Miyake'],llm_wiki,GAUL,3,geodetic,0.0,58500140.89109736,0.0,0.0,0.0,0.0,0.0,False,True,False,True
2000-0577-ITA,['Catanzaro'],['Admin2'],['Calabria'],['Catanzaro'],llm_wiki,GAUL,3,geodetic,0.0,2418259429.1953583,0.0,0.0,0.0,0.0,0.0,False,True,False,True
2000-0843-AUS,['Broome'],['Admin2'],['Western Australia'],['Broome'],llm_wiki,GAUL,3,geodetic,0.0,54627793667.472336,0.0,0.0,0.0,0.0,0.0,False,True,False,True
2001-0028-AUS,"['New South Wales', 'Parramatta', 'Holroyd', 'Hawkesbury']","['Admin1', 'Admin2', 'Admin2', 'Admin2']","['New South Wales', 'New South Wales', 'New South Wales', 'New South Wales']","[None, 'Parramatta', 'Holroyd', 'Hawkesbury']",llm_wiki,GAUL,3,geodetic,0.0,3338285996.696428,0.0,3338285996.696428,0.0,0.0,0.0,False,False,False,False
2001-0093-VUT,"['Malampa', 'Shefa']","['Admin1', 'Admin1']","['Malampa', 'Shefa']","[None, None]",llm_wiki,GAUL,3,geodetic,0.0,4297353871.113251,0.0,4297353871.113251,0.0,0.0,0.0,False,False,False,False
2001-0213-BRA,['Cuiabá'],['Admin2'],['Mato Grosso'],['Cuiabá'],llm_wiki,GAUL,3,geodetic,0.0,3971356260.0112233,0.0,0.0,0.0,0.0,0.0,False,True,False,True
