dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2000-0038-PHL,Agusan del Sur,Admin1,Agusan del Sur,,llm_gadm,GDIS,3,geodetic,8584566427.75543,28715647408.302937,8531711615.889314,28768502220.169052,0.9938430423585253,0.2971101955173898,0.29656433103798824,False,False,False,False
2000-0038-PHL,Agusan del Norte,Admin1,Agusan del Norte,,llm_gadm,GDIS,3,geodetic,2992017258.7786803,28715647408.302937,2962304447.1760125,28745360219.9056,0.9900693047423141,0.10315993942450631,0.10305330754299173,False,False,False,False
2000-0038-PHL,Surigao del Sur,Admin1,Surigao del Sur,,llm_gadm,GDIS,3,geodetic,4308166755.929279,28715647408.302937,4308163728.683435,28715650435.548782,0.9999992973238931,0.15002843806466848,0.15002842224845123,False,False,False,False
2000-0038-PHL,Davao Oriental,Admin1,Davao Oriental,,llm_gadm,GDIS,3,geodetic,5124642033.337482,28715647408.302937,5071275051.044632,28769014390.595787,0.9895862029102364,0.17660319403344904,0.17627559228106074,False,False,False,False
2000-0038-PHL,Davao del Norte,Admin1,Davao del Norte,,llm_gadm,GDIS,3,geodetic,3488409992.4153366,28715647408.302937,3460068457.2784114,28743988943.43986,0.9918755148624885,0.12049418242536143,0.12037537532062301,False,False,False,False
2000-0176-JPN,Date,Admin2,Hokkaido,Date,llm_gadm,GDIS,3,geodetic,466072811.020108,198504003.36696428,257.87001551952187,664576556.5170568,5.532826833539459e-07,1.299067077467504e-06,3.8802153490183106e-07,False,False,False,False
2000-0176-JPN,Sobetsu,Admin2,Hokkaido,S?betsu,llm_gadm,GDIS,3,geodetic,198503828.14581183,198504003.36696428,198503644.35435236,198504187.15842378,0.999999074116297,0.9999981914087079,0.9999972655283539,False,False,False,False
2000-0376-CHN,Qiannan Buyei and Miao,Admin2,Guizhou,Qiannan Buyei and Miao,llm_gadm,GDIS,3,geodetic,26049003134.57419,176003154892.68823,25994153955.582027,176058004071.6804,0.9978943847214115,0.14769140911951864,0.14764539728053913,False,False,False,False
2000-0399-ETH,Oromia,Admin1,Oromia,,llm_gadm,GDIS,3,geodetic,323035186267.29004,535196801.3763646,10064259.296270905,323560318809.3701,3.115530358337931e-05,0.018804782222891968,3.110473908946912e-05,False,False,False,False
2000-0399-ETH,Addis Ababa,Admin1,Addis Abeba,,llm_gadm,GDIS,3,geodetic,539627809.0184324,535196801.3763646,525136495.847131,549688114.5476658,0.9731457257592772,0.9812026052783546,0.9553353655449907,False,False,False,False
2000-0415-IND,Mumbai Suburban,Admin2,Maharashtra,Mumbai Suburban,llm_gadm,GDIS,3,geodetic,412150738.39148915,412150741.7199674,412150680.0662201,412150800.0452365,0.9999998584855888,0.9999998504097141,0.9999997088953451,False,False,False,False
2000-0469-IDN,Sulawesi Tengah,Admin1,Sulawesi Tengah,,llm_gadm,GDIS,3,geodetic,61156704763.96581,11416223711.035069,11416217598.300274,61156710876.70061,0.18667156188943052,0.9999994645571996,0.1866715432312369,False,False,False,False
2000-0469-IDN,Banggai Kepulauan,Admin2,Sulawesi Tengah,Banggai Kepulauan,llm_gadm,GDIS,3,geodetic,3048833508.527355,11416223711.035069,3048828597.5057397,11416228622.056684,0.999998389212923,0.26706104178378204,0.26706092689973476,False,False,False,False
2000-0473-ISR,Haifa,Admin1,Haifa,,llm_gadm,GDIS,3,geodetic,884313885.4275411,1645037984.335116,884314357.512807,1645037512.2498503,1.0000005338435523,0.5375647042400818,0.5375648585079172,False,False,False,False
2000-0473-ISR,Jerusalem,Admin1,Jerusalem,,llm_gadm,GDIS,3,geodetic,584120378.256066,1645037984.335116,584120990.7659936,1645037371.8251882,1.000001048602224,0.3550805490987377,0.3550806813087198,False,False,False,False
2000-0515-JPN,Miyake,Admin2,Tokyo,Miyake,llm_gadm,GDIS,3,geodetic,77912639.71892005,1806946325.3412483,0.0,1884858965.0601683,0.0,0.0,0.0,False,False,False,False
2000-0556-CHN,Yancheng,Admin2,Jiangsu,Yancheng,llm_gadm,GDIS,3,geodetic,15335491996.73989,4859186165.24198,0.0,20194678161.98187,0.0,0.0,0.0,False,False,False,False
2000-0559-CHN,Dehong Dai and Jingpo,Admin2,Yunnan,Dehong Dai and Jingpo,llm_gadm,GDIS,3,geodetic,11130643062.233116,4277338421.6676245,4277338079.3053446,11130643404.595398,0.3842849020842819,0.9999999199590385,0.3842848902642414,False,False,False,False
2000-0577-ITA,Catanzaro,Admin2,Calabria,Catanzaro,llm_gadm,GDIS,3,geodetic,2390880908.8110313,7362991.483039748,7362991.418049384,2390880908.876022,0.0030796144596390413,0.9999999911733751,0.003079614459555329,False,False,False,False
2000-0683-MYS,Pulau Pinang,Admin1,Pulau Pinang,,llm_gadm,GDIS,3,geodetic,1056257297.7746236,1035507011.1223468,1014199765.2092147,1077564543.6877556,0.9601824927941157,0.979423368761127,0.9411963034142834,False,False,False,False
2000-0769-AZE,Absheron,Admin1,Absheron,,llm_gadm,GDIS,3,geodetic,6140661771.109231,2337138841.503578,2269834306.636062,6207966305.9767475,0.3696400145852759,0.9712021666525313,0.3656325106743522,False,False,False,False
2000-0843-AUS,Broome,Admin2,Western Australia,Broome,llm_gadm,GDIS,3,geodetic,54627450540.87405,54627790191.85945,54627522545.54318,54627718187.19031,1.0000013181041476,0.999995100546529,0.9999964186377609,False,False,False,False
2000-9267-CHN,Jilin,Admin1,Jilin,,llm_gadm,GDIS,3,geodetic,191009581075.75494,498317575331.5248,191009577446.55148,498317578960.7283,0.9999999809998878,0.3833089316977734,0.38330892890616786,False,False,False,False
2000-9267-CHN,Jiangxi,Admin1,Jiangxi,,llm_gadm,GDIS,3,geodetic,167002347978.631,498317575331.5248,167002348467.64993,498317574842.50586,1.000000002928216,0.3351323668577117,0.33513236718659045,False,False,False,False
2000-9267-CHN,Anhui,Admin1,Anhui,,llm_gadm,GDIS,3,geodetic,140305648297.2509,498317575331.5248,140305648468.08478,498317575160.69086,1.0000000012175838,0.2815586995396281,0.28155869963615243,False,False,False,False
2001-0028-AUS,New South Wales,Admin1,New South Wales,,llm_gadm,GDIS,3,geodetic,800877932367.0907,56175215421.84076,29594965415.506413,827458182373.4249,0.0369531538071413,0.5268331450670322,0.03576611609618533,False,False,False,False
2001-0028-AUS,Parramatta,Admin2,New South Wales,Parramatta,llm_gadm,GDIS,3,geodetic,61356570.45174116,56175215421.84076,61356570.242222674,56175215422.05028,0.9999999965852315,0.001092235602150756,0.0010922356021466821,False,False,False,False
2001-0028-AUS,Holroyd,Admin2,New South Wales,Holroyd,llm_gadm,GDIS,3,geodetic,40180900.325814895,56175215421.84076,40180900.96110084,56175215421.205475,1.0000000158106448,0.000715278093005383,0.000715278093013472,False,False,False,False
2001-0028-AUS,Hornsby,Admin2,New South Wales,Hornsby,llm_gadm,GDIS,3,geodetic,462109884.5580674,56175215421.84076,462107323.5556928,56175217982.84313,0.9999944580229505,0.008226178041073017,0.008226177666045342,False,False,False,False
2001-0028-AUS,Hawkesbury,Admin2,New South Wales,Hawkesbury,llm_gadm,GDIS,3,geodetic,2774639933.1006722,56175215421.84076,2774639800.612408,56175215554.32902,0.9999999522502857,0.049392597425334236,0.04939259730884267,False,False,False,False
